ID,ALOG_SESSION_ID,ALOG_PERS_ID,ALOG_SNIEDZ_ID,ALOG_KLPAK_ID,ALOG_KLAUT_ID,ALOG_CATEGORY,ALOG_EVENTID,ALOG_LEVEL,ALOG_DATUMS,ALOG_INFO,ALOG_DATA1,ALOG_DATA2,ALOG_REQ_ID,ALOG_STACKTRACE,ALOG_APPCODE,ALOG_DISTRICT_ID,ALOG_INFO2,ALOG_START_TS,ALOG_END_TS,,
3250,"4,43335453534333E+063",1,,,,,,2,14.04.202007:33:59,APMACIBAS_PCK.APMACIBAS_IU,"20200414073359705_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=23109IN_KNOS=Bērnutiesībasuntoīstenošana.Principi,veidojotsaskarsmiarbērniemIN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>23109,IN_KNOS=>'Bērnutiesībasuntoīstenošana.Principi,veidojotsaskarsmiarbērniem',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:33:59,705000","2020.04.1407:33:59,705000",,
3251,"4,43335453534333E+063",1,,,,,,2,14.04.202007:33:59,APMACIBAS_PCK.APMACIBAS_IU,20200414073359721_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=22760IN_KNOS=Nemateriālākultūrasmantojumaapgūšanaunpārmantošana:palīgscaurvijukompetenčuveidošanaimācībuunaudzināšanasdarbāIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>22760,IN_KNOS=>'Nemateriālākultūrasmantojumaapgūšanaunpārmantošana:palīgscaurvijukompetenčuveidošanaimācībuunaudzināšanasdarbā',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:33:59,721000","2020.04.1407:33:59,721000",,
3252,"4,43335453534333E+063",1,,,,,,2,14.04.202007:33:59,APMACIBAS_PCK.APMACIBAS_IU,20200414073359721_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=21057IN_KNOS=LabāspraksespiemēriunrisinājumiJaunāizglītībasstandartaunpieejassekmīgaiieviešanaiIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>21057,IN_KNOS=>'LabāspraksespiemēriunrisinājumiJaunāizglītībasstandartaunpieejassekmīgaiieviešanai',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:33:59,721000","2020.04.1407:33:59,721000",,
3253,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400236_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=12706IN_KNOS=SertifikātsIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>12706,IN_KNOS=>'Sertifikāts',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,236000","2020.04.1407:34:00,236000",,
3254,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400267_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=23111IN_KNOS=Skolēnapozīcijasveidošanās1.klasēIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>23111,IN_KNOS=>'Skolēnapozīcijasveidošanās1.klasē',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,267000","2020.04.1407:34:00,267000",,
3255,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400283_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16297IN_KNOS=PsiholoģiskānovērtēšanaarVeksleraintelektatestubērniem(WISC-IV)IN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16297,IN_KNOS=>'PsiholoģiskānovērtēšanaarVeksleraintelektatestubērniem(WISC-IV)',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,283000","2020.04.1407:34:00,283000",,
3256,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400283_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16296IN_KNOS=PlānošanaunsadarbībakopīgumērķusasniegšanaiIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16296,IN_KNOS=>'Plānošanaunsadarbībakopīgumērķusasniegšanai',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,283000","2020.04.1407:34:00,283000",,
3257,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,"20200414073400766_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16007IN_KNOS=Attīstībastraucējumu,mācību,uzvedībastraucējumukorekcijaunvispārējāsattīstībasveicināšanaizglītībasprocesābērniemarspeciālāmvajadzībāmvispārējāsizglītībasiestādēIN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16007,IN_KNOS=>'Attīstībastraucējumu,mācību,uzvedībastraucējumukorekcijaunvispārējāsattīstībasveicināšanaizglītībasprocesābērniemarspeciālāmvajadzībāmvispārējāsizglītībasiestādē',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,766000","2020.04.1407:34:00,782000",,
3258,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400782_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=18616IN_KNOS=SertifikātsIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>18616,IN_KNOS=>'Sertifikāts',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,782000","2020.04.1407:34:00,782000",,
3259,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,"20200414073400813_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=23249IN_KNOS=Bērnutiesībasuntoīstenošana.Principi,veidojotsaskarsmiarbērniemIN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>23249,IN_KNOS=>'Bērnutiesībasuntoīstenošana.Principi,veidojotsaskarsmiarbērniem',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,813000","2020.04.1407:34:00,813000",,
3260,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400813_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=22729IN_KNOS=IzziņaIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>22729,IN_KNOS=>'Izziņa',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,813000","2020.04.1407:34:00,829000",,
3261,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:01,APMACIBAS_PCK.APMACIBAS_IU,20200414073401328_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15959IN_KNOS=DramaturģijaspamatuunluguanalīzeIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15959,IN_KNOS=>'Dramaturģijaspamatuunluguanalīze',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:01,328000","2020.04.1407:34:01,328000",,
3262,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:01,APMACIBAS_PCK.APMACIBAS_IU,"20200414073401328_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15958IN_KNOS=Teātrasportatehnikupadziļinātaapguve,jaunospēļuizspēleIN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15958,IN_KNOS=>'Teātrasportatehnikupadziļinātaapguve,jaunospēļuizspēle',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:01,328000","2020.04.1407:34:01,328000",,
3263,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:01,APMACIBAS_PCK.APMACIBAS_IU,20200414073401343_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15957IN_KNOS=Teātrasportakomanduuznācienusagatavošana.JaunospēļuizspēleIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15957,IN_KNOS=>'Teātrasportakomanduuznācienusagatavošana.Jaunospēļuizspēle',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:01,343000","2020.04.1407:34:01,343000",,
3264,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:01,APMACIBAS_PCK.APMACIBAS_IU,"20200414073401375_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=23130IN_KNOS=Bērnutiesībasuntoīstenošana.Principi,veidojotsaskarsmiarbērniemIN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>23130,IN_KNOS=>'Bērnutiesībasuntoīstenošana.Principi,veidojotsaskarsmiarbērniem',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:01,375000","2020.04.1407:34:01,375000",,
3265,"4,43335453534333E+063",1,,,,,,2,14.04.202007:33:59,APMACIBAS_PCK.APMACIBAS_IU,"20200414073359736_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16094IN_KNOS=Nozīmīgifaktoripedagogakomunikācijā.Mūzikasskolotājadarbībamācībustundās,kolektīvuvadīšanāIN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16094,IN_KNOS=>'Nozīmīgifaktoripedagogakomunikācijā.Mūzikasskolotājadarbībamācībustundās,kolektīvuvadīšanā',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:33:59,736000","2020.04.1407:33:59,736000",,
3266,"4,43335453534333E+063",1,,,,,,2,14.04.202007:33:59,APMACIBAS_PCK.APMACIBAS_IU,20200414073359736_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16093IN_KNOS=SalaspilsnovadapedagogukonferenceIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16093,IN_KNOS=>'Salaspilsnovadapedagogukonference',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:33:59,736000","2020.04.1407:33:59,736000",,
3267,"4,43335453534333E+063",1,,,,,,2,14.04.202007:33:59,APMACIBAS_PCK.APMACIBAS_IU,20200414073359752_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16092IN_KNOS=PlānošanaunsadarbībakopīgumērķusasniegšanaiIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16092,IN_KNOS=>'Plānošanaunsadarbībakopīgumērķusasniegšanai',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:33:59,752000","2020.04.1407:33:59,752000",,
3268,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400298_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16295IN_KNOS=KvalifikācijaspilnveidepsiholoģijassupervīzijasgrupāIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16295,IN_KNOS=>'Kvalifikācijaspilnveidepsiholoģijassupervīzijasgrupā',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,298000","2020.04.1407:34:00,298000",,
3269,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400298_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16294IN_KNOS=AdaptīvāsuzvedībasunmācībusasniegumunovērtēšanaarABAS-II(vecums6-21gads)unLMST-II(vecums6-12gadi)testiemIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16294,IN_KNOS=>'AdaptīvāsuzvedībasunmācībusasniegumunovērtēšanaarABAS-II(vecums6-21gads)unLMST-II(vecums6-12gadi)testiem',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,298000","2020.04.1407:34:00,298000",,
3270,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400314_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16293IN_KNOS=PirmāspalīdzībaspamatzināšanukurssarzināšanupārbaudiIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16293,IN_KNOS=>'Pirmāspalīdzībaspamatzināšanukurssarzināšanupārbaudi',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,314000","2020.04.1407:34:00,314000",,
3271,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400829_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16006IN_KNOS=SalaspilsnovadapedagogukonferenceIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16006,IN_KNOS=>'Salaspilsnovadapedagogukonference',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,829000","2020.04.1407:34:00,829000",,
3272,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400829_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16005IN_KNOS=Mācīšanāstraucējumiunatbalstsskolēniemarmācīšanāstraucējumiemizglītībasprocesā.IN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16005,IN_KNOS=>'Mācīšanāstraucējumiunatbalstsskolēniemarmācīšanāstraucējumiemizglītībasprocesā.',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,829000","2020.04.1407:34:00,844000",,
3273,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400844_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=13941IN_KNOS=IzziņaIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>13941,IN_KNOS=>'Izziņa',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,844000","2020.04.1407:34:00,844000",,
3274,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:00,APMACIBAS_PCK.APMACIBAS_IU,20200414073400844_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=16004IN_KNOS=KompetenčupieejamācībusaturāIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>16004,IN_KNOS=>'Kompetenčupieejamācībusaturā',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:00,844000","2020.04.1407:34:00,844000",,
3275,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:02,APMACIBAS_PCK.APMACIBAS_IU,20200414073402966_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15850IN_KNOS=SkolotājaiespējasaudzināšanasprocesāizglītībasiestādēIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15850,IN_KNOS=>'Skolotājaiespējasaudzināšanasprocesāizglītībasiestādē',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:02,966000","2020.04.1407:34:02,966000",,
3276,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:02,APMACIBAS_PCK.APMACIBAS_IU,"20200414073402981_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15849IN_KNOS=Konference""Digitālouninternetaresursuvietaunlomamācībustundā"".IN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15849,IN_KNOS=>'Konference""Digitālouninternetaresursuvietaunlomamācībustundā"".',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:02,981000","2020.04.1407:34:02,981000",,
3277,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:02,APMACIBAS_PCK.APMACIBAS_IU,20200414073402981_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15848IN_KNOS=SportaizglītībasprogrammasseminārsIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15848,IN_KNOS=>'Sportaizglītībasprogrammasseminārs',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:02,981000","2020.04.1407:34:02,981000",,
3278,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:02,APMACIBAS_PCK.APMACIBAS_IU,20200414073402997_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15847IN_KNOS=SwedanksportaizglītībasprogrammasseminārsIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15847,IN_KNOS=>'Swedanksportaizglītībasprogrammasseminārs',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:02,997000","2020.04.1407:34:02,997000",,
3279,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:03,APMACIBAS_PCK.APMACIBAS_IU,"20200414073403481_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15773IN_KNOS=Attīstībastraucējumu,mācību,uzvedībastraucējumukorekcijaunvispārējāsattīstībasveicināšanaizglītībasprocesābērniemarspeciālāmvajadzībāmvispārējāsizglītībasiestādēIN_TEMA=","DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15773,IN_KNOS=>'Attīstībastraucējumu,mācību,uzvedībastraucējumukorekcijaunvispārējāsattīstībasveicināšanaizglītībasprocesābērniemarspeciālāmvajadzībāmvispārējāsizglītībasiestādē',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:03,481000","2020.04.1407:34:03,481000",,
3280,"4,43335453534333E+063",1,,,,,,2,14.04.202007:34:03,APMACIBAS_PCK.APMACIBAS_IU,20200414073403512_1:ZZDATS.KADRI2.APMACIBAS_PCK.APMACIBAS_IUIO_ID=15772IN_KNOS=SkolēnumotivēšanasundisciplinēšanasiespējasmācībuunaudzināšanasdarbāIN_TEMA=,"DECLARBEGINSESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>1,inuser_guid=>NULL,inapp_id=>512,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590,inSlodze_id=>NULL);APMACIBAS_PCK.APMACIBAS_IU(IN_ID=>15772,IN_KNOS=>'Skolēnumotivēšanasundisciplinēšanasiespējasmācībuunaudzināšanasdarbā',IN_TEMA=>NULL,OUT_RES=>NULL);SESSION_PCK.RemoveContext();END;",,,KADRI2.DB,590,,"2020.04.1407:34:03,512000","2020.04.1407:34:03,512000",,
