ID,ALOG_SESSION_ID,ALOG_PERS_ID,ALOG_SNIEDZ_ID,ALOG_KLPAK_ID,ALOG_KLAUT_ID,ALOG_CATEGORY,ALOG_EVENTID,ALOG_LEVEL,ALOG_DATUMS,ALOG_INFO,ALOG_DATA1,ALOG_DATA2,ALOG_REQ_ID,ALOG_STACKTRACE,ALOG_APPCODE,ALOG_DISTRICT_ID,ALOG_INFO2,ALOG_START_TS,ALOG_END_TS,,
498,,,,,,,,4,14.04.202002:17:35,CP_PCK.DeleteEmployeeCP_API_PCK.SendERROR,"ERROR:ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>ORA-06512:at""CP.CP_PCK"",line127",,,,KADRI.DB,,,,,,
499,,,,,,0,2,4,14.04.202002:17:35,"ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""CP.CP_PCK"",line127",,,,CPS:SYNC,,,,,,
500,,,,,,0,3,2,14.04.202002:17:35,"ORA-29273:HTTPrequestfailedORA-06512:at""SYS.UTL_HTTP"",line1525ORA-29261:badargumentORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""SYS.UTL_HTTP"",line1525ORA-06512:at""CP.CP_PCK"",line149",,,,CPS:SYNC,,,,,,
501,,,,,,,,4,14.04.202002:17:35,CP_PCK.DeleteEmployeeCP_API_PCK.SendERROR,"ERROR:ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>ORA-06512:at""CP.CP_PCK"",line127",,,,KADRI.DB,,,,,,
502,,,,,,0,2,4,14.04.202002:17:35,"ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""CP.CP_PCK"",line127",,,,CPS:SYNC,,,,,,
503,,,,,,0,3,2,14.04.202002:17:35,"ORA-29273:HTTPrequestfailedORA-06512:at""SYS.UTL_HTTP"",line1525ORA-29261:badargumentORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""SYS.UTL_HTTP"",line1525ORA-06512:at""CP.CP_PCK"",line149",,,,CPS:SYNC,,,,,,
504,,,,,,,,4,14.04.202002:17:35,CP_PCK.DeleteEmployeeCP_API_PCK.SendERROR,"ERROR:ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>ORA-06512:at""CP.CP_PCK"",line127",,,,KADRI.DB,,,,,,
505,,,,,,0,2,4,14.04.202002:17:35,"ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""CP.CP_PCK"",line127",,,,CPS:SYNC,,,,,,
506,,,,,,0,3,2,14.04.202002:17:35,"ORA-29273:HTTPrequestfailedORA-06512:at""SYS.UTL_HTTP"",line1525ORA-29261:badargumentORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""SYS.UTL_HTTP"",line1525ORA-06512:at""CP.CP_PCK"",line149",,,,CPS:SYNC,,,,,,
507,"4,54242413438354E+063",,,,,,,2,14.04.202001:57:02,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4542424134383538393146323434444538343237344245323043393633343732</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
508,"3,63332304438373E+063",,,,,,,2,14.04.202001:58:32,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3633323044383731413730413432454242303231424646423633353935463043</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
509,"3,43639384635364E+063",,,,,,,2,14.04.202002:03:55,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3436393846353636313442373436313341313946393534344244324435373342</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
510,,,,,,0,2,4,14.04.202002:17:35,"ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""CP.CP_PCK"",line127",,,,CPS:SYNC,,,,,,
511,,,,,,0,3,2,14.04.202002:17:35,"ORA-29273:HTTPrequestfailedORA-06512:at""SYS.UTL_HTTP"",line1525ORA-29261:badargumentORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""SYS.UTL_HTTP"",line1525ORA-06512:at""CP.CP_PCK"",line149",,,,CPS:SYNC,,,,,,
512,"3,84436394235373E+063",,,,,,,2,14.04.202002:55:33,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3844363942353731434644323437373641413031453934373634313646384331</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
513,"4,53534463746364E+063",,,,,,,2,14.04.202002:59:31,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4535344637463638323237433437434639333533303642424438444346353546</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
514,"4,14137313246344E+063",,,,,,,2,14.04.202003:00:43,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4141373132463441424336453430303742383838334230434335424142463933</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
515,"4,13038313631344E+063",,,,,,,2,14.04.202003:01:34,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4130383136313443394345373442334439323032353430433144373037324343</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
516,"3,13332313543364E+063",,,,,,,1,14.04.202001:22:50,DIV_PUBLIC_pck.SaveAddresseeUnit,APIprocedurecall,,,"DECLARBEGIN/*<session><guid>3133323135433641444345303444343538333931443442363844303944393537</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.SaveAddresseeUnit(pi_divAdrUnit_id=>0,pi_divAdr_id=>0,pi_divAdrUnit_parentId=>NULL,pi_divAdrUnitType_code=>'TPII',pi_divAdrUnit_eAddress=>'_DEFAULT',pi_divAdrUnit_name=>'SALASPILSNOVADADOME',pi_divAdrUnit_version=>18715,pi_divAdrUnit_isDeleted=>0,pi_divAdrUnit_status=>0,pi_divAdrUnit_maxSizeLimit=>NULL,pi_divAdrUnit_defArchTime=>NULL,pi_divAdrUnit_activeFrom=>NULL,pi_divAdrUnit_suspendedFrom=>NULL,pi_divAdrUnit_blockedFrom=>NULL,pi_divAdrUnit_connectionId=>NULL,pi_divAdrUnit_addr_owner_code=>'90000024008',pi_divAdrUnit_parent_eaddress=>NULL,pi_divAdrUnit_owner_code=>'90000024008',pi_divAdrUnit_owner_title=>'SALASPILSNOVADADOME',pi_divAdrUnit_owner_firstname=>NULL,pi_divAdrUnit_owner_lastname=>NULL,pi_divAdrUnit_messagesizelimit=>NULL);SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
517,"4,53030433436373E+063",,,,,,,2,14.04.202001:23:40,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4530304334363731313344363438433842323134464635373443443835354442</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
518,"3,13743443044323E+063",,,,,,,2,14.04.202001:38:32,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3137434430443234383641453441393738433535314335464146313538464133</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
519,,,,,,,,4,14.04.202002:17:35,CP_PCK.DeleteEmployeeCP_API_PCK.SendERROR,"ERROR:ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>ORA-06512:at""CP.CP_PCK"",line127",,,,KADRI.DB,,,,,,
520,,,,,,0,2,4,14.04.202002:17:35,"ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""CP.CP_PCK"",line127",,,,CPS:SYNC,,,,,,
521,,,,,,0,3,2,14.04.202002:17:35,"ORA-29273:HTTPrequestfailedORA-06512:at""SYS.UTL_HTTP"",line1525ORA-29261:badargumentORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""SYS.UTL_HTTP"",line1525ORA-06512:at""CP.CP_PCK"",line149",,,,CPS:SYNC,,,,,,
522,,,,,,,,4,14.04.202002:17:35,CP_PCK.DeleteEmployeeCP_API_PCK.SendERROR,"ERROR:ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>ORA-06512:at""CP.CP_PCK"",line127",,,,KADRI.DB,,,,,,
523,,,,,,0,2,4,14.04.202002:17:35,"ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""CP.CP_PCK"",line127",,,,CPS:SYNC,,,,,,
524,,,,,,0,3,2,14.04.202002:17:35,"ORA-29273:HTTPrequestfailedORA-06512:at""SYS.UTL_HTTP"",line1525ORA-29261:badargumentORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""SYS.UTL_HTTP"",line1525ORA-06512:at""CP.CP_PCK"",line149",,,,CPS:SYNC,,,,,,
525,,,,,,,,4,14.04.202002:17:35,CP_PCK.DeleteEmployeeCP_API_PCK.SendERROR,"ERROR:ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>ORA-06512:at""CP.CP_PCK"",line127",,,,KADRI.DB,,,,,,
526,,,,,,0,2,4,14.04.202002:17:35,"ORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""CP.CP_PCK"",line127",,,,CPS:SYNC,,,,,,
527,,,,,,0,3,2,14.04.202002:17:35,"ORA-29273:HTTPrequestfailedORA-06512:at""SYS.UTL_HTTP"",line1525ORA-29261:badargumentORA-20000:<Error><Message>Zzdats.Cp.Core.CpException:DocumentIDisnotsetorisemptyatZzdats.Cp.Core.CpRequestHandler.Send(XmlElementrequest)inc:\Darbs\ZzdatsCoreBased\DEVVS2010NetFx3514mix\Zzdats.Cp\Zzdats.Cp.Core\CpRequestHandler.cs:line111atZzdats.Cp.Api.Controllers.CpController.Post(HttpRequestMessagerequest,Stringxml)</Message></Error>","ORA-06512:at""SYS.UTL_HTTP"",line1525ORA-06512:at""CP.CP_PCK"",line149",,,,CPS:SYNC,,,,,,
528,"3,53833353038364E+063",,,,,,,2,14.04.202001:44:30,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3538333530383643353233423430413641324337423141313230413238334636</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
529,"4,63442324135374E+063",,,,,,,2,14.04.202001:45:31,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4634423241353738334541373443304242354446393337393037413446434138</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
530,"4,24134453145464E+063",,,,,,,2,14.04.202001:46:31,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4241344531454635353441313433443042393645323339434137394542303143</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
531,"3,34641414144304E+063",,,,,,,2,14.04.202001:47:32,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3346414141443038333641353436333441304539313143323538384330314139</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
532,"3,33338304336345E+063",,,,,,,2,14.04.202003:10:33,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3333383043363446374446433445343039423542353136303932333141323232</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
533,"3,13032333533374E+063",,,,,,,2,14.04.202003:11:33,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3130323335333741444434313446324341383543323930463032313030394546</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
534,"3,23038333945365E+063",,,,,,,2,14.04.202003:12:39,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3230383339453645383931303437313339444331313645434145443534323631</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
535,"3,64339314235334E+063",,,,,,,2,14.04.202003:13:35,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>3643393142353336363233353436424438413741334330343342453738333241</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
536,"4,33846374141433E+063",,,,,,,2,14.04.202001:39:31,DIV_PUBLIC_pck.ListEnvelopes_received,ListEnvelopes_received,,,"DECLARBEGIN/*<session><guid>4338463741414333324136323437453442343336383036373436353745313938</guid><user_id>7379</user_id><user_guid></user_guid><app_id>26</app_id><stv_id></stv_id><strada_id></strada_id><kliec_id>590</kliec_id><user_code></user_code><user_name></user_name><user_surname></user_surname></session>*/SESSION_PCK.CreateContext(inguid=>SYS_GUID(),inuser_id=>7379,inuser_guid=>NULL,inapp_id=>26,indivision_id=>NULL,insession_id=>NULL,iniec_id=>590);DIV_PUBLIC_pck.ListEnvelopes_received();SESSION_PCK.RemoveContext();END;",POSTBOX,590,,,,,
